2026-02-18 14:47:24 | INFO     | base.py:11 | get_async_engine | 异步数据库引擎创建成功: mysql+asyncmy://root:02crhstc@localhost:3306/agent_project
2026-02-18 14:49:32 | INFO     | session_manage.py:142 | add_message_pair | 会话 d52722aa-baa7-41fb-8a20-7e869ec415a9 成功添加一对消息
2026-02-18 14:49:32 | INFO     | session_manage.py:142 | add_message_pair | 会话 2b14ac7a-1e1e-4365-9964-f0ff11366c3b 成功添加一对消息
2026-02-18 14:49:32 | INFO     | session_manage.py:142 | add_message_pair | 会话 552112e6-27f6-4a81-8762-e0df5b58fef8 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 d5a08939-3770-47ad-82bb-ac4e49e7b48d 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 af9caec5-cf30-4866-a0eb-909c3bc66b1e 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 f4db4d3d-7639-45e6-8e16-52ec7c1c11d6 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 8664e6ae-7aa1-4725-96b0-63a03a99915d 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 4d8682cd-9a4d-4ef0-ace7-d50b8824d4f1 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 42ba1624-7c67-4eb9-b648-a2eeda41f9fa 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 2a8d1849-9907-4a64-bd62-67b7a89de259 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 c852d91c-0195-441f-aa9f-1451d47d3415 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 782179e0-9fd2-47d8-a624-49ce900c56e4 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 5a9eb5b4-ab07-4355-b503-086cadeaf851 成功添加一对消息
2026-02-18 14:49:33 | INFO     | session_manage.py:142 | add_message_pair | 会话 9770fe9f-32d6-4357-93a2-01098a06e991 成功添加一对消息
2026-02-18 14:49:34 | INFO     | session_manage.py:142 | add_message_pair | 会话 10dedd2a-cdac-4e27-9e8f-c2b0ceb37e0c 成功添加一对消息
2026-02-18 14:49:34 | INFO     | session_manage.py:142 | add_message_pair | 会话 db2d735a-ec03-4d29-811e-61eae3176da6 成功添加一对消息
2026-02-18 14:49:34 | INFO     | session_manage.py:142 | add_message_pair | 会话 57195cc4-5005-40a3-9696-3433df3bc788 成功添加一对消息
2026-02-18 14:49:34 | INFO     | session_manage.py:142 | add_message_pair | 会话 381f884d-e24e-4f5c-9e84-09736929aa2a 成功添加一对消息
2026-02-18 14:49:34 | INFO     | session_manage.py:142 | add_message_pair | 会话 1e91e253-1d8d-4947-9770-cfbff26c2c59 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 05f2961d-d489-424c-8f23-22ba79d433fd 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 6101f6b8-277f-4ad3-b165-2971300d1206 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 54aacf65-43dd-4d92-91c2-09d1db20153a 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 9cded003-dc47-47b3-a1f5-90eb61628c8d 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 f4c9f3e7-8108-4cdd-b2c3-94b5f7ac5619 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 923f877b-feed-476c-a3af-6e61cfcf5a1f 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 4e889a1c-61bb-44a5-b3a9-cf6e421aee46 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 bd7e975e-ac93-40ea-9eec-9f21ff9faf0f 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 105e0e4f-c352-4568-8a58-aa23cf02a9f5 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 1078bb1d-8a53-483a-9bde-fb2e6a3f0556 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 294602de-be63-45f7-b10d-1a7a6d6edf1d 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 bc3afe52-3894-4633-9f40-361e6fa132bc 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 68a04be8-8215-4aff-8e97-e1a16f41e077 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 2ea8969a-575a-421d-8968-4a5407394d6b 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 af9c866b-b44b-4f88-941c-43655ea945c1 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 afda9ea8-9fdf-49c9-967e-080d3744beef 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 c884077d-386a-45e8-bea6-e30fe1e27ebb 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 523a6938-5e1d-4a16-b09d-af3bb5fac9f3 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 f6febfb1-b937-4021-bd28-ffac0ae203c5 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 9eeb29c7-b662-4981-9903-664c5284a411 成功添加一对消息
2026-02-18 14:49:35 | INFO     | session_manage.py:142 | add_message_pair | 会话 0f882d70-3740-42e8-964b-7e0611eb7f67 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 211e3633-2333-4a58-bea7-4fa552732957 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 30fd4eca-02b3-4b2a-889a-c7e307c1f8b5 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 b6f9a38b-3d63-43bb-827d-dc047db085de 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 aadc4709-509c-4c38-b50a-1865c884425a 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 5ad78bfb-80f2-40df-a4cf-34eb71c8ed40 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 54773727-4b6f-4798-b28a-58bfce726e6b 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 3ce4ccac-c42e-4e6f-8d7d-0a64ce026d41 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 92695219-e8d4-40cf-bd43-0ad2ee0501c7 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 ad2f6100-03ee-4b43-99d4-ec784d4029f4 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 739cf566-24f3-440a-bad8-07ada0e022ce 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 e416bed6-2a0a-426f-b321-40f37bce1969 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 c280b359-147b-43ed-889c-655b0645dc2f 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 e0f5abe0-c7c3-4b3f-be90-6418afcc5641 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 e3907501-0833-4d76-9e29-eed4e02c1b1c 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 6369bc63-de80-4acb-8ee8-3f8e08ad9c65 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 13c8d5fa-b0cb-4e08-8c7d-afb61d63c28b 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 c86910b1-b513-48ae-b165-09883891f318 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 3ff6f281-b8f9-49a4-b20c-655277580550 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 71f3ee01-0ae5-4544-8efe-3d34dd1c33f5 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 068bc73c-762f-44c8-a67d-e58bae662680 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 b239c5a1-ae85-4e95-a157-70e71a1b4219 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 8a414dc5-a2c3-4351-a99f-25dba8be3fbf 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 76aaed03-d26f-4d47-81ab-ead238ef8a3e 成功添加一对消息
2026-02-18 14:49:36 | INFO     | session_manage.py:142 | add_message_pair | 会话 13b8cdc2-22a4-4a8d-b9f5-b46d90755c7f 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 4c2066e7-aab3-4d49-bd9d-0f5cc87e5d3f 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 b47a109c-dbe0-44d0-b086-9122e8330e94 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 f15d2c74-b866-4748-ade9-b7591fce9b74 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 824e9a54-5e31-4eaf-858c-976402da94e5 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 d629ed5f-6118-485a-ba23-2a584a8d1605 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 b95707b6-f1a4-4457-92b9-c5d4f780ac1f 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 5bbf4944-0fc0-4ad9-a82d-1ea93faa6f98 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 393fd106-8541-47c9-a003-297a847530aa 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 3153b45c-0999-40b8-b3a2-fee27c68ee00 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 5e66193c-aa78-4272-b5ad-3e27b6700b87 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 6ac9e2c1-8689-4142-acd8-ff1291d77ee7 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 8a35b85b-de63-4512-aff5-de4d97af4586 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 ff54f704-df16-476c-9c56-0ec10902c66f 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 a467eb62-6e89-4127-b288-406a61b47aee 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 674f26bd-a6d0-45e1-9191-1d579e610c0c 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 f3b2506d-3475-4963-bb34-7fa5a86470e8 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 e931d8f1-19ad-4776-84a3-88af6f0885e6 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 820565d4-5b2b-4a05-9075-bfc6f6ab0ab4 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 2b14ac7a-1e1e-4365-9964-f0ff11366c3b 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 39378d04-be14-4899-a407-2cc7ff9cab03 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 cf455341-b1ab-4051-a529-b51ef9989e77 成功添加一对消息
2026-02-18 14:49:37 | INFO     | session_manage.py:142 | add_message_pair | 会话 33756062-8fd6-48cb-b778-596e780f75ac 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 3ad3fa30-dc82-4e8e-87ad-3fc6e25df099 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 73568e88-198e-43f6-8079-05f059ec4032 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 3297ac8c-8a83-400f-9d22-f409e3e95bf8 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 aaf59d6b-fe7b-4604-b825-fbbd88455e27 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 bf4e8ecd-43a2-4457-90a5-e004bc5bc2d1 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 d52722aa-baa7-41fb-8a20-7e869ec415a9 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 b1d8bdd1-8054-454e-919d-68cacc757f15 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 c852d91c-0195-441f-aa9f-1451d47d3415 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 805cc26d-0dc6-4479-b457-2d78348c7e5f 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 a8cde965-0ed9-47e6-8790-c680bba3c977 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 2c332c4c-9ed2-48f2-8d70-13533fff71e9 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 3d15ce4f-0057-466d-ae80-618cfe3b584c 成功添加一对消息
2026-02-18 14:49:38 | INFO     | session_manage.py:142 | add_message_pair | 会话 26ea55e2-6bf6-4cd8-b1ce-24fdf9c199c9 成功添加一对消息
2026-02-18 14:49:39 | INFO     | session_manage.py:142 | add_message_pair | 会话 874e3a3c-ff4f-42db-b0a4-9e71c97ca628 成功添加一对消息
2026-02-18 14:49:39 | INFO     | session_manage.py:142 | add_message_pair | 会话 552112e6-27f6-4a81-8762-e0df5b58fef8 成功添加一对消息
2026-02-18 14:49:39 | INFO     | session_manage.py:142 | add_message_pair | 会话 0bcbf865-a67b-4f4c-83a4-c6984ae94f61 成功添加一对消息
2026-02-18 14:49:39 | INFO     | session_manage.py:142 | add_message_pair | 会话 fcf82a72-1926-4f0b-ad35-77156f768c69 成功添加一对消息
2026-02-18 14:49:39 | INFO     | session_manage.py:142 | add_message_pair | 会话 0ff513e1-5ae7-4703-b6d3-a78d55dd59cd 成功添加一对消息
